ts_ns,freq_khz
1762975226852230348,2000000
1762975226872410142,2000000
1762975226892588801,2000000
1762975226912674348,2000000
1762975226932749787,1999924
1762975226952824596,2000000
1762975226972935632,2000000
1762975226993165836,2000000
1762975227013251665,2000000
