ts_ns,probe,iter,cycles
71863461558872,btb,0,2624
71863461575814,btb,1,1704
71863461577339,btb,2,1654
71863461578444,btb,3,1548
71863461579496,btb,4,1554
71863461580564,btb,5,1616
71863461581666,btb,6,1696
71863461582696,btb,7,1550
71863461583811,btb,8,1724
71863461584918,btb,9,1714
71863461586033,btb,10,1738
71863461587065,btb,11,1500
71863461588053,btb,12,1498
71863461589118,btb,13,1662
71863461590194,btb,14,1684
71863461591280,btb,15,1714
71863461592392,btb,16,1730
71863461593461,btb,17,1676
71863461594554,btb,18,1700
71863461595632,btb,19,1690
71863461596615,btb,20,1496
71863461597702,btb,21,1710
71863461598707,btb,22,1534
71863461599682,btb,23,1474
71863461600712,btb,24,1562
71863461601698,btb,25,1498
71863461602795,btb,26,1706
71863461603786,btb,27,1508
71863461604776,btb,28,1504
71863461605838,btb,29,1664
71863461606815,btb,30,1478
71863461607883,btb,31,1672
71863461608920,btb,32,1604
71863461609967,btb,33,1648
71863461611010,btb,34,1632
71863461612038,btb,35,1608
71863461612960,btb,36,1396
71863461613994,btb,37,1628
71863461614909,btb,38,1386
71863461615914,btb,39,1560
71863461616849,btb,40,1422
71863461617787,btb,41,1436
71863461618799,btb,42,1580
71863461619713,btb,43,1386
71863461620717,btb,44,1564
71863461621733,btb,45,1584
71863461622752,btb,46,1578
71863461623790,btb,47,1630
71863461624829,btb,48,1628
71863461625836,btb,49,1568
71863461626847,btb,50,1576
71863461627847,btb,51,1552
71863461628861,btb,52,1580
71863461629869,btb,53,1572
71863461630891,btb,54,1596
71863461631904,btb,55,1574
71863461632811,btb,56,1364
71863461633750,btb,57,1432
71863461634749,btb,58,1556
71863461635758,btb,59,1572
71863461636771,btb,60,1574
71863461637781,btb,61,1574
71863461638792,btb,62,1574
71863461639714,btb,63,1392
71863461640722,btb,64,1570
71863461641749,btb,65,1610
71863461642669,btb,66,1378
71863461643690,btb,67,1600
71863461644702,btb,68,1576
71863461645632,btb,69,1398
71863461646637,btb,70,1562
71863461647560,btb,71,1396
71863461648584,btb,72,1604
71863461649502,btb,73,1388
71863461650534,btb,74,1622
71863461651453,btb,75,1384
71863461652476,btb,76,1596
71863461653391,btb,77,1382
71863461654399,btb,78,1566
71863461655327,btb,79,1404
71863461656350,btb,80,1602
71863461657266,btb,81,1382
71863461658206,btb,82,1434
71863461659222,btb,83,1582
71863461660229,btb,84,1564
71863461661142,btb,85,1376
71863461662162,btb,86,1596
71863461663085,btb,87,1392
71863461664070,btb,88,1530
71863461665098,btb,89,1604
71863461666089,btb,90,1534
71863461667120,btb,91,1608
71863461668122,btb,92,1560
71863461669046,btb,93,1392
71863461670046,btb,94,1562
71863461670963,btb,95,1378
71863461671968,btb,96,1566
71863461672893,btb,97,1396
71863461673896,btb,98,1564
71863461674828,btb,99,1408
71863461675833,btb,100,1564
71863461679160,btb,101,1924
71863461680351,btb,102,1626
71863461681330,btb,103,1468
71863461682384,btb,104,1628
71863461683310,btb,105,1400
71863461684280,btb,106,1474
71863461685222,btb,107,1386
71863461686196,btb,108,1490
71863461687231,btb,109,1608
71863461688255,btb,110,1592
71863461689281,btb,111,1598
71863461690211,btb,112,1406
71863461691236,btb,113,1596
71863461692161,btb,114,1394
71863461693158,btb,115,1546
71863461694083,btb,116,1390
71863461695115,btb,117,1614
