ts_ns,freq_khz
1762975254856567984,2000000
1762975254876733308,2000000
1762975254896890087,2000000
1762975254916991539,1999979
1762975254937097711,2000000
1762975254957184650,2000000
1762975254977288845,2000013
1762975254997429128,2000000
