ts_ns,probe,iter,cycles
72009314078279,cache,0,125362
72009314114315,cache,1,16998
72009314123738,cache,2,16828
72009314133252,cache,3,17580
72009314142283,cache,4,16830
72009314151251,cache,5,16812
72009314160285,cache,6,16866
72009314169352,cache,7,16894
72009314178424,cache,8,16838
72009314187487,cache,9,16892
72009314196547,cache,10,16894
72009314205686,cache,11,16786
72009314214679,cache,12,16738
72009314223675,cache,13,16850
72009314232688,cache,14,16826
72009314241734,cache,15,16794
72009314250753,cache,16,16788
72009314260041,cache,17,17296
72009314269194,cache,18,17004
72009314278366,cache,19,17084
72009314287454,cache,20,16960
72009314296424,cache,21,16734
72009314305548,cache,22,16978
72009314314710,cache,23,17102
72009314323755,cache,24,16834
72009314332791,cache,25,16856
72009314341827,cache,26,16844
72009314350783,cache,27,16760
72009314359784,cache,28,16764
72009314368870,cache,29,16890
72009314377951,cache,30,16912
72009314387020,cache,31,16886
72009314396115,cache,32,16926
72009314405201,cache,33,16914
72009314414204,cache,34,16770
72009314423273,cache,35,16904
72009314432346,cache,36,16932
72009314441311,cache,37,16838
72009314450325,cache,38,16818
72009314459309,cache,39,16720
72009314468465,cache,40,17036
72009314477791,cache,41,17358
72009314486796,cache,42,16818
72009314495837,cache,43,16900
72009314504978,cache,44,17080
72009314514036,cache,45,16838
72009314523109,cache,46,16914
72009314532192,cache,47,16904
72009314541252,cache,48,16856
72009314550247,cache,49,16828
72009314559237,cache,50,16770
72009314568389,cache,51,17030
72009314577336,cache,52,16738
72009314586465,cache,53,17046
72009314595416,cache,54,16774
72009314604464,cache,55,16850
72009314613572,cache,56,16738
72009314622826,cache,57,17212
72009314631926,cache,58,16906
72009314641006,cache,59,16882
72009314650036,cache,60,16822
72009314659102,cache,61,16844
72009314668202,cache,62,16952
72009314677154,cache,63,16820
72009314686189,cache,64,16810
72009314695153,cache,65,16730
72009314704130,cache,66,16772
72009314713138,cache,67,16756
72009314722157,cache,68,16848
72009314731288,cache,69,16970
72009314740358,cache,70,16842
72009314749380,cache,71,16832
72009314758479,cache,72,16940
72009314767571,cache,73,16896
72009314776587,cache,74,16828
72009314785814,cache,75,17144
72009314794872,cache,76,16888
72009314803901,cache,77,16794
72009314812928,cache,78,16926
72009314822094,cache,79,17044
72009314830964,cache,80,16758
72009314840228,cache,81,17346
72009314849347,cache,82,16942
72009314858362,cache,83,16876
72009314867393,cache,84,16804
72009314876462,cache,85,16824
72009314885514,cache,86,16862
72009314894585,cache,87,16868
72009314903647,cache,88,16940
72009314912811,cache,89,17120
72009314921775,cache,90,16756
72009314930805,cache,91,16812
72009314939880,cache,92,16804
72009314949029,cache,93,17074
72009314958217,cache,94,17146
72009314967203,cache,95,16782
72009314976255,cache,96,16884
72009314985355,cache,97,16926
72009314994531,cache,98,17074
72009315008026,cache,99,25532
72009315016931,cache,100,16782
72009315029212,cache,101,16832
72009315038266,cache,102,16788
72009315047225,cache,103,16714
72009315056380,cache,104,17052
72009315065468,cache,105,16836
