ts_ns,probe,iter,cycles
71877454768232,pht,0,5600
71877454795327,pht,1,4342
71877454798421,pht,2,3962
71877454801372,pht,3,4796
71877454804006,pht,4,4302
71877454806695,pht,5,4252
71877454809211,pht,6,4064
71877454812162,pht,7,4948
71877454814759,pht,8,4392
71877454817079,pht,9,3782
71877454819688,pht,10,4190
71877454822443,pht,11,4292
71877454825112,pht,12,4256
71877454827574,pht,13,3794
71877454830161,pht,14,4190
71877454832543,pht,15,3810
71877454835039,pht,16,4060
71877454837493,pht,17,3924
71877454840018,pht,18,4088
71877454842603,pht,19,4134
71877454845136,pht,20,4066
71877454847941,pht,21,4500
71877454850517,pht,22,4234
71877454853039,pht,23,4074
71877454855712,pht,24,4436
71877454858239,pht,25,3948
71877454860843,pht,26,4210
71877454863306,pht,27,3962
71877454865977,pht,28,4296
71877454868582,pht,29,4166
71877454871237,pht,30,4298
71877454873829,pht,31,4020
71877454876298,pht,32,3924
71877454878672,pht,33,3900
71877454881070,pht,34,3854
71877454883610,pht,35,4068
71877454886084,pht,36,3894
71877454888544,pht,37,4052
71877454890899,pht,38,3784
71877454893362,pht,39,4012
71877454895874,pht,40,4232
71877454898283,pht,41,3888
71877454900692,pht,42,3836
71877454903295,pht,43,4294
71877454905707,pht,44,3864
71877454908078,pht,45,3856
71877454910568,pht,46,3928
71877454912954,pht,47,3860
71877454915380,pht,48,3896
71877454917870,pht,49,3922
71877454920248,pht,50,3858
71877454922627,pht,51,3856
71877454925155,pht,52,4096
71877454927770,pht,53,4346
71877454930351,pht,54,4234
71877454932852,pht,55,4100
71877454935432,pht,56,4242
71877454937779,pht,57,3840
71877454940231,pht,58,3968
71877454942635,pht,59,3936
71877454944970,pht,60,3886
71877454947466,pht,61,4060
71877454950168,pht,62,4238
71877454952693,pht,63,3916
71877454955048,pht,64,3836
71877454957433,pht,65,3882
71877454959834,pht,66,3850
71877454962360,pht,67,4008
71877454964879,pht,68,3964
71877454967348,pht,69,3886
71877454969855,pht,70,3982
71877454972351,pht,71,3968
71877454974723,pht,72,3788
71877454977198,pht,73,3794
71877454979672,pht,74,3972
71877454982189,pht,75,3964
71877454984680,pht,76,3998
71877454987126,pht,77,3898
71877454989628,pht,78,3986
71877454992008,pht,79,3752
71877454994431,pht,80,3882
71877454996791,pht,81,3754
71877454999103,pht,82,3922
71877455009456,pht,83,19534
71877455011988,pht,84,3808
71877455014540,pht,85,3942
71877455017015,pht,86,3846
71877455019651,pht,87,4104
71877455022239,pht,88,4144
71877455024700,pht,89,3948
71877455027087,pht,90,3832
71877455029499,pht,91,3838
71877455032078,pht,92,4078
71877455034673,pht,93,4224
71877455037178,pht,94,4100
71877455039663,pht,95,4046
71877455041970,pht,96,3760
71877455044492,pht,97,3868
71877455046950,pht,98,3832
71877455049364,pht,99,3776
71877455051762,pht,100,3802
71877455057513,pht,101,3956
71877455060038,pht,102,3740
71877455062512,pht,103,3824
71877455064972,pht,104,3874
71877455067420,pht,105,3860
71877455069830,pht,106,3860
71877455072258,pht,107,3856
71877455074640,pht,108,3824
71877455076957,pht,109,3744
71877455079373,pht,110,3870
71877455081697,pht,111,3736
71877455084109,pht,112,3848
71877455086489,pht,113,3880
71877455088974,pht,114,3864
71877455091508,pht,115,3886
71877455094077,pht,116,3994
71877455096475,pht,117,3760
71877455098933,pht,118,3802
71877455101416,pht,119,3904
71877455103837,pht,120,3838
71877455106265,pht,121,3946
71877455108693,pht,122,3826
71877455111189,pht,123,3890
71877455113620,pht,124,3826
71877455116042,pht,125,3848
71877455118484,pht,126,3812
71877455121012,pht,127,3930
71877455123565,pht,128,4184
71877455126040,pht,129,3762
71877455128561,pht,130,3830
71877455131035,pht,131,3780
71877455133455,pht,132,3772
71877455135887,pht,133,3874
71877455138253,pht,134,3786
71877455140653,pht,135,3790
71877455143095,pht,136,3868
71877455145504,pht,137,3852
71877455147904,pht,138,3872
71877455150344,pht,139,3936
71877455152718,pht,140,3824
71877455155173,pht,141,3798
71877455157558,pht,142,3826
71877455159942,pht,143,3826
71877455162343,pht,144,3816
71877455164755,pht,145,3824
71877455167200,pht,146,3894
71877455169566,pht,147,3836
71877455172190,pht,148,4140
71877455174576,pht,149,3848
71877455177043,pht,150,3806
71877455179472,pht,151,3912
71877455181888,pht,152,3910
71877455184420,pht,153,3860
71877455186919,pht,154,4032
71877455189316,pht,155,3856
71877455191801,pht,156,3906
71877455194282,pht,157,3890
71877455196756,pht,158,3986
71877455199193,pht,159,3776
71877455201707,pht,160,4052
71877455204120,pht,161,3876
71877455206576,pht,162,3812
71877455209011,pht,163,3826
71877455211541,pht,164,3858
71877455213993,pht,165,3876
71877455216436,pht,166,3838
71877455218784,pht,167,3720
71877455221271,pht,168,3970
71877455223694,pht,169,3744
71877455226098,pht,170,3840
71877455228631,pht,171,3924
71877455231098,pht,172,3826
71877455233559,pht,173,3764
71877455236098,pht,174,3892
71877455238558,pht,175,3778
71877455241020,pht,176,3846
71877455243529,pht,177,3888
71877455246056,pht,178,3852
71877455248529,pht,179,3800
71877455251113,pht,180,3986
71877455253773,pht,181,4216
71877455256428,pht,182,4114
71877455258948,pht,183,3872
71877455261540,pht,184,3974
71877455264080,pht,185,3896
71877455266509,pht,186,3786
71877455269015,pht,187,3844
71877455271588,pht,188,4028
71877455274068,pht,189,3876
71877455276625,pht,190,4044
71877455279078,pht,191,3778
71877455281524,pht,192,3856
71877455283927,pht,193,3762
71877455286441,pht,194,3814
71877455288916,pht,195,3800
71877455291431,pht,196,3798
71877455294001,pht,197,4032
71877455296528,pht,198,3906
71877455298997,pht,199,3816
71877455301441,pht,200,3856
71877455313734,pht,201,4036
71877455316294,pht,202,3918
71877455318871,pht,203,4100
71877455321451,pht,204,3946
71877455323859,pht,205,3784
71877455326290,pht,206,3824
71877455328735,pht,207,3748
71877455331178,pht,208,3754
71877455333605,pht,209,3824
71877455336067,pht,210,3916
71877455338600,pht,211,3866
71877455340996,pht,212,3840
71877455343437,pht,213,3908
71877455345997,pht,214,4064
71877455348519,pht,215,4046
71877455351235,pht,216,4346
71877455355005,pht,217,6234
71877455357676,pht,218,4146
71877455360332,pht,219,4094
71877455363075,pht,220,4264
71877455365770,pht,221,4172
71877455368461,pht,222,4160
71877455371206,pht,223,4238
71877455373882,pht,224,4132
71877455376580,pht,225,4068
71877455379152,pht,226,4044
71877455381807,pht,227,4020
71877455384488,pht,228,4078
71877455387162,pht,229,4108
71877455389835,pht,230,4082
71877455392449,pht,231,3940
71877455395070,pht,232,3974
71877455397703,pht,233,4030
71877455400332,pht,234,3986
71877455402953,pht,235,4046
71877455405634,pht,236,4082
71877455408308,pht,237,4068
71877455410947,pht,238,4104
71877455413542,pht,239,3964
71877455416142,pht,240,3982
71877455418755,pht,241,4024
71877455421378,pht,242,4096
71877455424057,pht,243,4160
71877455426640,pht,244,4058
71877455429280,pht,245,4084
71877455431868,pht,246,3984
71877455434540,pht,247,4130
71877455437144,pht,248,3964
71877455439830,pht,249,4128
71877455442427,pht,250,4032
71877455445080,pht,251,4102
71877455447667,pht,252,4020
71877455450254,pht,253,3940
71877455452856,pht,254,4010
71877455455563,pht,255,4168
71877455458311,pht,256,4362
71877455460874,pht,257,4004
71877455463514,pht,258,4086
71877455466086,pht,259,4060
71877455468666,pht,260,4086
71877455471311,pht,261,4048
71877455473931,pht,262,4016
71877455476544,pht,263,4030
71877455479114,pht,264,3902
71877455481655,pht,265,3990
71877455484326,pht,266,4210
71877455487010,pht,267,4228
71877455489543,pht,268,3970
71877455491995,pht,269,3932
71877455495680,pht,270,6160
71877455498366,pht,271,4076
71877455501001,pht,272,3992
71877455503579,pht,273,4038
71877455506119,pht,274,4064
71877455508656,pht,275,4070
71877455511265,pht,276,4138
71877455513888,pht,277,4134
71877455516538,pht,278,4200
71877455519155,pht,279,4012
71877455521751,pht,280,4040
71877455524341,pht,281,4072
71877455526943,pht,282,4110
71877455529562,pht,283,4050
71877455533285,pht,284,6320
71877455535929,pht,285,4054
71877455538499,pht,286,4084
71877455541036,pht,287,4008
71877455543711,pht,288,4264
71877455546249,pht,289,4058
71877455548794,pht,290,4080
71877455552714,pht,291,6400
71877455555360,pht,292,4098
71877455557933,pht,293,4062
71877455560474,pht,294,4066
71877455562964,pht,295,4006
71877455565478,pht,296,4054
71877455567987,pht,297,4042
71877455571600,pht,298,6274
71877455573962,pht,299,3770
71877455576531,pht,300,3982
71877455584943,pht,301,4264
71877455587652,pht,302,4110
71877455590263,pht,303,4044
71877455592896,pht,304,4058
71877455595464,pht,305,3964
71877455598063,pht,306,4104
71877455600610,pht,307,4040
71877455603171,pht,308,4168
71877455606953,pht,309,6372
71877455609571,pht,310,4088
71877455612083,pht,311,3980
71877455614595,pht,312,4070
71877455617108,pht,313,4036
71877455619676,pht,314,4106
71877455622196,pht,315,4050
71877455625798,pht,316,3998
71877455628242,pht,317,4002
71877455630719,pht,318,4106
