ts_ns,freq_khz
1762975259491257090,2000000
1762975259511469812,2000000
1762975259531700731,2003944
1762975259551860140,2004464
1762975259572024115,1988130
1762975259592160351,2000000
1762975259612325602,2000000
1762975259632527809,2000000
