ts_ns,freq_khz
1762975146384811278,2000000
1762975146405075601,2000000
1762975146425184990,2007968
1762975146445277447,2000000
1762975146465362351,2000000
1762975146485448129,2000000
1762975146505562468,1995753
1762975146525679108,2000000
1762975146545765852,1999872
