ts_ns,freq_khz
1762975238580396879,2000000
1762975238600570200,2000000
1762975238620678291,2000000
1762975238640762483,2000000
1762975238660841348,2000000
1762975238680919778,2000000
1762975238701023747,2000020
1762975238721174491,2000000
1762975238741257282,2000000
1762975238761365367,1999956
