ts_ns,freq_khz
1762975273586853943,2000000
1762975273607066759,1999942
1762975273627311544,1999979
1762975273647472173,1999281
1762975273667622101,2000000
1762975273687779771,1999794
1762975273707950513,2000000
1762975273728175210,2000000
1762975273748321271,2000000
