ts_ns,probe,iter,cycles
71851876613919,tlb,0,3998
71851876637119,tlb,1,8144
71851876641981,tlb,2,8374
71851876645492,tlb,3,6386
71851876649901,tlb,4,8342
71851876653837,tlb,5,7406
71851876657455,tlb,6,6774
71851876661556,tlb,7,7732
71851876665116,tlb,8,6660
71851876668809,tlb,9,6924
71851876672659,tlb,10,7240
71851876676034,tlb,11,6132
71851876679862,tlb,12,7160
71851876683646,tlb,13,7086
71851876686820,tlb,14,5870
71851876690668,tlb,15,7244
71851876694537,tlb,16,7290
71851876697609,tlb,17,5698
71851876701322,tlb,18,6982
71851876705040,tlb,19,6990
71851876708326,tlb,20,6126
71851876712149,tlb,21,7200
71851876715672,tlb,22,6598
71851876719114,tlb,23,6436
71851876722859,tlb,24,7040
71851876726242,tlb,25,6324
71851876729776,tlb,26,6622
71851876733447,tlb,27,6900
71851876736685,tlb,28,6036
71851876740302,tlb,29,6792
71851876743849,tlb,30,6652
71851876746980,tlb,31,5820
71851876750561,tlb,32,6716
71851876754298,tlb,33,7030
71851876757385,tlb,34,5730
71851876761031,tlb,35,6848
71851876764750,tlb,36,6996
71851876767902,tlb,37,5864
71851876771463,tlb,38,6680
71851876774848,tlb,39,6326
71851876778105,tlb,40,6074
71851876781536,tlb,41,6418
71851876784914,tlb,42,6310
71851876788243,tlb,43,6212
71851876791841,tlb,44,6754
71851876795033,tlb,45,5942
71851876798603,tlb,46,6698
71851876802104,tlb,47,6558
71851876805344,tlb,48,6034
71851876808923,tlb,49,6714
71851876812563,tlb,50,6838
71851876815623,tlb,51,5678
71851876819033,tlb,52,6376
71851876822682,tlb,53,6854
71851876825949,tlb,54,6092
71851876829543,tlb,55,6748
71851876833030,tlb,56,6524
71851876836285,tlb,57,6056
71851876839925,tlb,58,6830
71851876843271,tlb,59,6244
71851876846643,tlb,60,6296
71851876850237,tlb,61,6740
71851876853496,tlb,62,6070
71851876857131,tlb,63,6822
71851876860664,tlb,64,6622
71851876863798,tlb,65,5822
71851876867271,tlb,66,6500
71851876870780,tlb,67,6568
71851876873842,tlb,68,5678
71851876877361,tlb,69,6590
71851876880842,tlb,70,6512
71851876884023,tlb,71,5912
71851876887463,tlb,72,6432
71851876890882,tlb,73,6392
71851876894133,tlb,74,6056
71851876897613,tlb,75,6512
71851876901073,tlb,76,6472
71851876904406,tlb,77,6220
71851876907843,tlb,78,6420
71851876910996,tlb,79,5852
71851876914549,tlb,80,6660
71851876918015,tlb,81,6484
71851876921089,tlb,82,5702
71851876924643,tlb,83,6660
71851876928198,tlb,84,6664
71851876931248,tlb,85,5648
71851876934733,tlb,86,6514
71851876938261,tlb,87,6604
71851876941458,tlb,88,5944
71851876944988,tlb,89,6614
71851876948393,tlb,90,6362
71851876951633,tlb,91,6032
71851876955191,tlb,92,6672
71851876958579,tlb,93,6330
71851876961945,tlb,94,6282
71851876965482,tlb,95,6626
71851876968718,tlb,96,6026
71851876972256,tlb,97,6630
71851876975746,tlb,98,6534
71851876978815,tlb,99,5688
71851876982249,tlb,100,6422
71851876988189,tlb,101,6612
71851876991356,tlb,102,5658
71851876994826,tlb,103,6380
71851876998483,tlb,104,6806
71851877006273,tlb,105,14816
71851877010592,tlb,106,7410
71851877014752,tlb,107,7354
71851877018387,tlb,108,6448
71851877022279,tlb,109,7002
71851877025957,tlb,110,6556
71851877029712,tlb,111,6756
71851877033784,tlb,112,7352
71851877037377,tlb,113,6452
71851877041357,tlb,114,7190
71851877045280,tlb,115,7134
71851877048643,tlb,116,6012
71851877052598,tlb,117,7374
71851877056600,tlb,118,7268
71851877059985,tlb,119,6038
71851877064083,tlb,120,7370
71851877068017,tlb,121,7042
71851877071558,tlb,122,6294
71851877075357,tlb,123,6862
71851877079236,tlb,124,7000
71851877082951,tlb,125,6692
71851877086656,tlb,126,6780
71851877090447,tlb,127,6806
71851877094368,tlb,128,7044
71851877098291,tlb,129,7162
71851877101528,tlb,130,5880
71851877105094,tlb,131,6582
71851877108741,tlb,132,6816
71851877111777,tlb,133,5602
71851877115320,tlb,134,6620
71851877118880,tlb,135,6650
71851877121972,tlb,136,5720
71851877125441,tlb,137,6474
71851877129011,tlb,138,6676
71851877132272,tlb,139,6062
71851877135685,tlb,140,6368
71851877138964,tlb,141,6098
71851877142263,tlb,142,6136
71851877145675,tlb,143,6364
71851877149020,tlb,144,6232
71851877152280,tlb,145,6060
71851877155766,tlb,146,6512
71851877158940,tlb,147,5892
71851877162353,tlb,148,6368
71851877166226,tlb,149,7286
71851877169303,tlb,150,5652
71851877172665,tlb,151,6212
71851877176103,tlb,152,6364
71851877179248,tlb,153,5780
71851877182746,tlb,154,6488
71851877186275,tlb,155,6552
71851877189526,tlb,156,5994
71851877193080,tlb,157,6602
71851877196506,tlb,158,6342
71851877199828,tlb,159,6138
71851877203291,tlb,160,6418
71851877206603,tlb,161,6114
71851877209936,tlb,162,6160
71851877213431,tlb,163,6486
71851877216582,tlb,164,5790
71851877219903,tlb,165,6130
71851877223414,tlb,166,6518
71851877226537,tlb,167,5732
71851877229973,tlb,168,6366
71851877233440,tlb,169,6426
71851877236519,tlb,170,5698
71851877239973,tlb,171,6452
71851877243416,tlb,172,6428
71851877246621,tlb,173,5952
71851877249965,tlb,174,6226
71851877253274,tlb,175,6158
71851877256618,tlb,176,6228
71851877260061,tlb,177,6384
71851877263269,tlb,178,5954
71851877266589,tlb,179,6180
71851877269999,tlb,180,6362
71851877273377,tlb,181,6300
71851877276760,tlb,182,6306
71851877280132,tlb,183,6282
71851877283191,tlb,184,5664
71851877286616,tlb,185,6386
71851877290067,tlb,186,6442
71851877293193,tlb,187,5792
71851877296677,tlb,188,6506
71851877300110,tlb,189,6408
71851877303262,tlb,190,5846
71851877306852,tlb,191,6720
71851877310195,tlb,192,6226
71851877313461,tlb,193,6072
71851877316948,tlb,194,6508
71851877320275,tlb,195,6196
71851877323756,tlb,196,6496
71851877327111,tlb,197,6250
71851877330267,tlb,198,5846
71851877333832,tlb,199,6670
71851877337430,tlb,200,6736
71851877348468,tlb,201,5642
71851877351905,tlb,202,6238
71851877355741,tlb,203,7134
71851877358835,tlb,204,5694
71851877362175,tlb,205,6196
71851877365704,tlb,206,6576
71851877368933,tlb,207,5976
71851877372245,tlb,208,6134
71851877375560,tlb,209,6148
71851877378961,tlb,210,6318
71851877382709,tlb,211,7010
71851877386053,tlb,212,6198
71851877389438,tlb,213,6292
71851877392895,tlb,214,6428
71851877396063,tlb,215,5854
71851877399620,tlb,216,6624
71851877403198,tlb,217,6676
71851877406222,tlb,218,5566
71851877409746,tlb,219,6562
71851877413209,tlb,220,6438
71851877416289,tlb,221,5672
71851877419794,tlb,222,6526
71851877423246,tlb,223,6426
