ts_ns,probe,iter,cycles
71764465921742,tlb,0,4182
71764465954025,tlb,1,8960
71764465959388,tlb,2,8640
71764465963107,tlb,3,6408
71764465967661,tlb,4,8098
71764465972246,tlb,5,8354
71764465975830,tlb,6,6370
71764465979626,tlb,7,6786
71764465983329,tlb,8,6582
71764465987087,tlb,9,6706
71764465990636,tlb,10,6272
71764465994089,tlb,11,5864
71764465997460,tlb,12,5838
71764466007228,tlb,13,18394
71764466010794,tlb,14,5790
71764466014218,tlb,15,5786
71764466017548,tlb,16,5802
71764466020930,tlb,17,5920
71764466024343,tlb,18,5952
71764466027661,tlb,19,5788
71764466031025,tlb,20,5872
71764466034364,tlb,21,5868
71764466037637,tlb,22,5732
71764466041127,tlb,23,6150
71764466044402,tlb,24,5784
71764466047690,tlb,25,5830
71764466050985,tlb,26,5826
71764466054265,tlb,27,5808
71764466057546,tlb,28,5782
71764466061659,tlb,29,7410
71764466065028,tlb,30,5900
71764466068287,tlb,31,5686
71764466071657,tlb,32,5844
71764466074974,tlb,33,5760
71764466078297,tlb,34,5836
71764466081619,tlb,35,5846
71764466084974,tlb,36,5892
71764466088382,tlb,37,5994
71764466091655,tlb,38,5768
71764466094934,tlb,39,5794
71764466098263,tlb,40,5910
71764466101601,tlb,41,5928
71764466105097,tlb,42,6250
71764466108744,tlb,43,6540
71764466112409,tlb,44,6526
71764466115764,tlb,45,5866
71764466119055,tlb,46,5770
71764466122365,tlb,47,5824
71764466125721,tlb,48,5868
71764466129034,tlb,49,5822
71764466132349,tlb,50,5778
71764466135651,tlb,51,5828
71764466138965,tlb,52,5806
71764466142269,tlb,53,5824
71764466145569,tlb,54,5782
71764466148897,tlb,55,5826
71764466152148,tlb,56,5708
71764466155466,tlb,57,5846
71764466158776,tlb,58,5800
71764466162062,tlb,59,5802
71764466165362,tlb,60,5786
71764466168655,tlb,61,5738
71764466171954,tlb,62,5772
71764466175219,tlb,63,5692
71764466178538,tlb,64,5806
71764466181832,tlb,65,5768
71764466185219,tlb,66,5916
71764466188681,tlb,67,6098
71764466191991,tlb,68,5798
71764466195305,tlb,69,5826
71764466198572,tlb,70,5788
71764466201859,tlb,71,5822
71764466205140,tlb,72,5816
71764466208433,tlb,73,5826
71764466211674,tlb,74,5740
71764466214966,tlb,75,5830
71764466218244,tlb,76,5798
71764466221934,tlb,77,6616
71764466225534,tlb,78,6404
71764466229004,tlb,79,6174
71764466232351,tlb,80,5838
71764466235644,tlb,81,5788
71764466238993,tlb,82,5882
71764466242313,tlb,83,5812
71764466245622,tlb,84,5802
71764466248969,tlb,85,5850
71764466252301,tlb,86,5838
71764466255566,tlb,87,5740
71764466258890,tlb,88,5878
71764466262213,tlb,89,5842
71764466265576,tlb,90,5922
71764466268853,tlb,91,5748
71764466272081,tlb,92,5658
71764466275452,tlb,93,5944
71764466278761,tlb,94,5754
71764466282032,tlb,95,5704
71764466285395,tlb,96,5870
71764466288675,tlb,97,5760
71764466292082,tlb,98,5968
71764466295387,tlb,99,5828
71764466298701,tlb,100,5816
71764466305028,tlb,101,5860
71764466308480,tlb,102,5734
71764466311913,tlb,103,5766
71764466315281,tlb,104,5844
71764466318640,tlb,105,5880
71764466321969,tlb,106,5820
71764466325476,tlb,107,6202
71764466328841,tlb,108,5902
71764466332183,tlb,109,5856
71764466335540,tlb,110,5914
71764466338852,tlb,111,5812
71764466342188,tlb,112,5868
71764466345463,tlb,113,5772
71764466348774,tlb,114,5816
71764466352124,tlb,115,5918
