ts_ns,probe,iter,cycles
296131208982981,cache,0,144330
296131209012928,cache,1,16684
296131209022181,cache,2,16682
296131209030956,cache,3,16612
296131209039675,cache,4,16664
296131209048375,cache,5,16614
296131209057086,cache,6,16628
296131209065801,cache,7,16624
296131209074498,cache,8,16604
296131209083202,cache,9,16624
296131209091889,cache,10,16584
296131209100668,cache,11,16650
296131209109406,cache,12,16634
296131209118113,cache,13,16590
296131209126848,cache,14,16644
296131209135579,cache,15,16626
296131209144253,cache,16,16564
296131209152976,cache,17,16636
296131209161661,cache,18,16602
296131209170370,cache,19,16608
296131209179042,cache,20,16568
296131209187735,cache,21,16596
296131209196466,cache,22,16658
296131209205145,cache,23,16556
296131209213846,cache,24,16570
296131209222555,cache,25,16630
296131209231257,cache,26,16626
296131209239965,cache,27,16564
296131209248688,cache,28,16618
296131209257419,cache,29,16640
296131209266119,cache,30,16602
296131209274823,cache,31,16582
296131209283553,cache,32,16646
296131209292281,cache,33,16628
296131209300979,cache,34,16582
296131209309664,cache,35,16582
296131209318380,cache,36,16642
296131209327077,cache,37,16596
296131209335767,cache,38,16570
296131209344477,cache,39,16614
296131209353196,cache,40,16632
296131209361909,cache,41,16618
296131209370589,cache,42,16548
296131209379306,cache,43,16620
296131209388036,cache,44,16646
296131209396726,cache,45,16560
296131209405421,cache,46,16608
296131209414167,cache,47,16630
296131209422884,cache,48,16588
296131209431583,cache,49,16574
296131209440332,cache,50,16646
296131209449069,cache,51,16642
296131209457787,cache,52,16596
296131209466488,cache,53,16580
296131209475214,cache,54,16622
296131209483946,cache,55,16614
296131209492658,cache,56,16568
296131209501385,cache,57,16646
296131209510135,cache,58,16622
296131209518848,cache,59,16594
296131209527563,cache,60,16620
296131209536271,cache,61,16626
296131209545032,cache,62,16684
296131209553911,cache,63,16936
296131209562842,cache,64,16834
296131209571749,cache,65,16766
296131209580544,cache,66,16504
296131209589443,cache,67,16666
296131209598423,cache,68,16728
296131209607782,cache,69,17508
296131209617032,cache,70,17450
296131209626194,cache,71,17284
296131209635403,cache,72,17384
296131209644671,cache,73,17478
296131209653831,cache,74,17344
296131209663135,cache,75,17402
296131209672416,cache,76,17536
296131209681713,cache,77,17432
296131209690965,cache,78,17484
296131209700415,cache,79,17502
296131209709589,cache,80,17304
296131209718951,cache,81,17518
296131209727968,cache,82,17022
296131209737129,cache,83,16756
296131209746940,cache,84,18562
296131209757398,cache,85,19578
296131209768152,cache,86,20578
296131209779107,cache,87,20696
296131209789736,cache,88,20360
296131209800059,cache,89,19702
296131209809589,cache,90,18100
296131209819824,cache,91,19460
296131209830660,cache,92,20698
296131209841323,cache,93,20416
296131209851981,cache,94,20390
296131209861588,cache,95,18340
296131209870254,cache,96,16338
296131209878761,cache,97,16360
296131209887416,cache,98,16428
296131209895949,cache,99,16388
296131209904526,cache,100,16306
296131209916779,cache,101,16456
296131209925448,cache,102,16400
296131209935113,cache,103,18488
296131209945904,cache,104,20512
296131209956745,cache,105,20662
296131209966943,cache,106,19470
