ts_ns,freq_khz
1762975167776905354,2000000
1762975167797175838,2000000
1762975167817439122,2000041
1762975167837582223,2000000
1762975167857746425,2000000
1762975167877927069,2000000
1762975167898149762,2000020
1762975167918436931,2000000
1762975167938638054,2000000
1762975167958815612,2000015
