ts_ns,freq_khz
1762975264148302910,1990291
1762975264168528007,2000000
1762975264188678426,2000000
1762975264208772494,2000000
1762975264228911305,2000000
1762975264248999256,1996007
1762975264269146499,1994858
1762975264289309141,1999610
