ts_ns,probe,iter,cycles
71788448075229,cache,0,140146
71788448108618,cache,1,17166
71788448117875,cache,2,16146
71788448126551,cache,3,16068
71788448135234,cache,4,16118
71788448143808,cache,5,15982
71788448152590,cache,6,16358
71788448161412,cache,7,16454
71788448170154,cache,8,16300
71788448178782,cache,9,15994
71788448187531,cache,10,16284
71788448196604,cache,11,16878
71788448205655,cache,12,16814
71788448214733,cache,13,17036
71788448223630,cache,14,16618
71788448232591,cache,15,16730
71788448241513,cache,16,16678
71788448250381,cache,17,16614
71788448259509,cache,18,17034
71788448268472,cache,19,16744
71788448277390,cache,20,16622
71788448286316,cache,21,16812
71788448295428,cache,22,16950
71788448304520,cache,23,16944
71788448313518,cache,24,16824
71788448322520,cache,25,16748
71788448331463,cache,26,16676
71788448340445,cache,27,16678
71788448349612,cache,28,17106
71788448358577,cache,29,16720
71788448367566,cache,30,16748
71788448376409,cache,31,16510
71788448385308,cache,32,16678
71788448394431,cache,33,17006
71788448403399,cache,34,16714
71788448412324,cache,35,16674
71788448421260,cache,36,16684
71788448430193,cache,37,16658
71788448439134,cache,38,16664
71788448448121,cache,39,16802
71788448457215,cache,40,16920
71788448466193,cache,41,16842
71788448475106,cache,42,16652
71788448484062,cache,43,16708
71788448493156,cache,44,17042
71788448502136,cache,45,16744
71788448511082,cache,46,16650
71788448520006,cache,47,16630
71788448528919,cache,48,16772
71788448537863,cache,49,16594
71788448547063,cache,50,17148
71788448555996,cache,51,16680
71788448564986,cache,52,16804
71788448574009,cache,53,16774
71788448583018,cache,54,16816
71788448592059,cache,55,16932
71788448600972,cache,56,16640
71788448609982,cache,57,16830
71788448618990,cache,58,16780
71788448627929,cache,59,16700
71788448636908,cache,60,16794
71788448645945,cache,61,16812
71788448654931,cache,62,16756
71788448663858,cache,63,16746
71788448672871,cache,64,16752
71788448681865,cache,65,16780
71788448690916,cache,66,16852
71788448699918,cache,67,16720
71788448708988,cache,68,16802
71788448717870,cache,69,16646
71788448726899,cache,70,16918
71788448735880,cache,71,16750
71788448744831,cache,72,16694
71788448753793,cache,73,16752
71788448762803,cache,74,16764
71788448771847,cache,75,16846
71788448780803,cache,76,16732
71788448789800,cache,77,16726
71788448798867,cache,78,16968
71788448807883,cache,79,16800
71788448816763,cache,80,16626
71788448825714,cache,81,16710
71788448834837,cache,82,17058
71788448843796,cache,83,16640
71788448852772,cache,84,16738
71788448861699,cache,85,16680
71788448870574,cache,86,16618
71788448879560,cache,87,16770
71788448888571,cache,88,16780
71788448897575,cache,89,16810
71788448906585,cache,90,16822
71788448915493,cache,91,16602
71788448924468,cache,92,16656
71788448933485,cache,93,16872
71788448942514,cache,94,16782
71788448951427,cache,95,16762
71788448960394,cache,96,16702
71788448969335,cache,97,16628
71788448978365,cache,98,16844
71788448987333,cache,99,16690
71788448996313,cache,100,16760
71788449014221,cache,101,16924
71788449023286,cache,102,16774
71788449032194,cache,103,16818
71788449041192,cache,104,16740
71788449050199,cache,105,16788
71788449059189,cache,106,16700
71788449068087,cache,107,16652
71788449077195,cache,108,16974
71788449086157,cache,109,16666
71788449095117,cache,110,16676
71788449104172,cache,111,16948
71788449113142,cache,112,16646
71788449122039,cache,113,16652
71788449131012,cache,114,16704
71788449139985,cache,115,16760
71788449148924,cache,116,16612
71788449157838,cache,117,16640
71788449166810,cache,118,16784
71788449175787,cache,119,16676
71788449184804,cache,120,16808
71788449193800,cache,121,16706
71788449202722,cache,122,16630
71788449211697,cache,123,16766
71788449220635,cache,124,16716
71788449229560,cache,125,16676
71788449238505,cache,126,16654
71788449247486,cache,127,16754
71788449256441,cache,128,16662
71788449265358,cache,129,16654
71788449274340,cache,130,16818
71788449283337,cache,131,16780
71788449292241,cache,132,16570
71788449301174,cache,133,16648
71788449310270,cache,134,17070
71788449319237,cache,135,16702
71788449328198,cache,136,16712
71788449337166,cache,137,16706
71788449346140,cache,138,16638
71788449355081,cache,139,16722
71788449364001,cache,140,16730
71788449372967,cache,141,16794
71788449382028,cache,142,16796
71788449390966,cache,143,16662
71788449399923,cache,144,16728
71788449408892,cache,145,16754
71788449417897,cache,146,16762
71788449426900,cache,147,16762
71788449435943,cache,148,16838
71788449444914,cache,149,16672
71788449453957,cache,150,16880
71788449462941,cache,151,16758
71788449472051,cache,152,16970
71788449481175,cache,153,16990
71788449490114,cache,154,16638
71788449499165,cache,155,16818
71788449508165,cache,156,16738
71788449517247,cache,157,16952
71788449526259,cache,158,16918
71788449535313,cache,159,16854
71788449544391,cache,160,16862
71788449553421,cache,161,16828
71788449562529,cache,162,17024
71788449571533,cache,163,16770
71788449580474,cache,164,16610
71788449589655,cache,165,17106
71788449598663,cache,166,16788
71788449607690,cache,167,16874
71788449616713,cache,168,16812
71788449625694,cache,169,16756
71788449634641,cache,170,16654
71788449643656,cache,171,16912
71788449652613,cache,172,16686
71788449661636,cache,173,16848
71788449670752,cache,174,16918
71788449679677,cache,175,16678
71788449688703,cache,176,16820
71788449697734,cache,177,16824
71788449706699,cache,178,16638
71788449715916,cache,179,17304
71788449724917,cache,180,16724
71788449733911,cache,181,16770
71788449743075,cache,182,17166
71788449751792,cache,183,16220
71788449760795,cache,184,16764
71788449769449,cache,185,16022
71788449778126,cache,186,16086
71788449786745,cache,187,16030
71788449795448,cache,188,16232
71788449804049,cache,189,16012
71788449812715,cache,190,16214
71788449821287,cache,191,15918
71788449829871,cache,192,15908
71788449838817,cache,193,16600
71788449847966,cache,194,17016
71788449856978,cache,195,16742
71788449865943,cache,196,16778
71788449874897,cache,197,16684
71788449883885,cache,198,16752
71788449892829,cache,199,16678
71788449901802,cache,200,16732
71788449921347,cache,201,16848
71788449930394,cache,202,16754
71788449939454,cache,203,16852
71788449948460,cache,204,16768
71788449957426,cache,205,16762
71788449966569,cache,206,17000
71788449975570,cache,207,16746
71788449984616,cache,208,16880
71788449993623,cache,209,16762
71788450006767,cache,210,24882
71788450015679,cache,211,16584
71788450024644,cache,212,16754
71788450033645,cache,213,16798
71788450042704,cache,214,16810
71788450051783,cache,215,17000
71788450060745,cache,216,16662
71788450069690,cache,217,16642
71788450078670,cache,218,16748
71788450087640,cache,219,16760
71788450096802,cache,220,17066
71788450105761,cache,221,16746
71788450114758,cache,222,16752
71788450123825,cache,223,16904
71788450132811,cache,224,16736
71788450141880,cache,225,16950
71788450150805,cache,226,16580
71788450159730,cache,227,16638
71788450168727,cache,228,16800
71788450177781,cache,229,16900
71788450186748,cache,230,16684
71788450195856,cache,231,17036
71788450204827,cache,232,16762
71788450213811,cache,233,16716
71788450222777,cache,234,16724
71788450231789,cache,235,16742
71788450240658,cache,236,16576
71788450249600,cache,237,16800
71788450258626,cache,238,16766
71788450267552,cache,239,16662
71788450276453,cache,240,16736
71788450285544,cache,241,16926
71788450294536,cache,242,16786
71788450303545,cache,243,16736
71788450312538,cache,244,16778
71788450321542,cache,245,16804
71788450330509,cache,246,16826
71788450339460,cache,247,16672
71788450348425,cache,248,16778
71788450357395,cache,249,16702
71788450366362,cache,250,16806
71788450375316,cache,251,16708
71788450384369,cache,252,16842
71788450393388,cache,253,16864
71788450402571,cache,254,17164
71788450411655,cache,255,16962
71788450420582,cache,256,16680
71788450429574,cache,257,16738
71788450438563,cache,258,16776
71788450447590,cache,259,16828
71788450456513,cache,260,16636
71788450465481,cache,261,16692
71788450474518,cache,262,16844
71788450483519,cache,263,16714
