ts_ns,probe,iter,cycles
71870426843881,pht,0,5384
71870426869614,pht,1,4352
71870426872535,pht,2,4060
71870426875253,pht,3,4544
71870426878217,pht,4,5046
71870426880919,pht,5,4508
71870426883515,pht,6,4346
71870426886155,pht,7,4438
71870426888916,pht,8,4732
71870426891568,pht,9,4440
71870426894499,pht,10,5022
71870426897334,pht,11,4558
71870426899938,pht,12,4302
71870426902262,pht,13,3860
71870426904812,pht,14,4304
71870426907163,pht,15,3906
71870426909602,pht,16,4120
71870426911991,pht,17,4026
71870426914282,pht,18,3810
71870426916778,pht,19,4194
71870426919184,pht,20,4040
71870426921613,pht,21,4066
71870426923926,pht,22,3880
71870426926470,pht,23,4204
71870426928927,pht,24,4074
71870426931438,pht,25,4178
71870426933870,pht,26,4028
71870426936267,pht,27,4000
71870426938758,pht,28,4164
71870426941303,pht,29,4232
71870426943857,pht,30,4318
71870426946189,pht,31,3900
71870426948623,pht,32,4078
71870426950908,pht,33,3890
71870426953299,pht,34,3926
71870426955925,pht,35,4314
71870426958460,pht,36,4220
71870426960952,pht,37,4096
71870426963290,pht,38,3834
71870426965805,pht,39,4126
71870426968364,pht,40,4284
71870426970744,pht,41,3928
71870426973123,pht,42,3926
71870426975567,pht,43,4044
71870426978037,pht,44,4144
71870426980370,pht,45,3878
71870426982893,pht,46,4200
71870426985258,pht,47,3876
71870426987701,pht,48,4042
71870426990099,pht,49,3932
71870426992471,pht,50,3860
71870426994907,pht,51,3924
71870426997347,pht,52,4008
71870426999660,pht,53,3768
71870427006552,pht,54,4166
71870427009128,pht,55,4008
71870427011722,pht,56,4218
71870427014179,pht,57,3922
71870427016532,pht,58,3832
71870427019021,pht,59,4156
71870427021444,pht,60,4084
71870427023892,pht,61,4136
71870427026348,pht,62,4160
71870427028692,pht,63,3942
71870427030998,pht,64,3852
71870427033349,pht,65,3950
71870427035640,pht,66,3812
71870427038058,pht,67,4060
71870427040451,pht,68,3984
71870427042914,pht,69,4004
71870427045371,pht,70,3968
71870427047766,pht,71,3884
71870427050220,pht,72,4000
71870427052624,pht,73,4000
71870427054980,pht,74,3906
71870427057382,pht,75,3948
71870427059804,pht,76,3900
71870427062208,pht,77,4002
71870427064630,pht,78,3998
71870427066937,pht,79,3838
71870427069328,pht,80,3876
71870427071656,pht,81,3806
71870427074030,pht,82,3878
71870427076393,pht,83,3920
71870427078827,pht,84,3956
71870427081181,pht,85,3910
71870427083562,pht,86,3926
71870427085995,pht,87,4014
71870427088354,pht,88,3898
71870427090818,pht,89,4114
71870427093187,pht,90,3844
71870427095598,pht,91,3894
71870427098057,pht,92,4024
71870427100530,pht,93,4096
71870427103037,pht,94,4192
71870427105563,pht,95,4240
71870427107949,pht,96,3946
71870427110355,pht,97,3936
71870427112796,pht,98,4044
71870427115203,pht,99,3912
71870427117582,pht,100,3762
71870427123748,pht,101,4154
71870427126287,pht,102,3894
71870427128666,pht,103,3844
71870427130980,pht,104,3804
71870427133265,pht,105,3808
71870427135524,pht,106,3728
71870427137824,pht,107,3842
71870427140145,pht,108,3894
71870427142509,pht,109,3942
71870427144890,pht,110,3964
71870427147253,pht,111,3958
71870427149594,pht,112,3850
71870427151953,pht,113,3932
71870427154294,pht,114,3874
71870427156658,pht,115,3920
71870427159160,pht,116,4104
71870427161526,pht,117,3886
71870427163895,pht,118,3908
71870427166294,pht,119,3974
71870427168659,pht,120,3880
71870427171035,pht,121,3950
