ts_ns,probe,iter,cycles
71875095438102,pht,0,5740
71875095464548,pht,1,4608
71875095467552,pht,2,4030
71875095470544,pht,3,4990
71875095473445,pht,4,4782
71875095476264,pht,5,4656
71875095479158,pht,6,4580
71875095482028,pht,7,4702
71875095484988,pht,8,4970
71875095487795,pht,9,4536
71875095490643,pht,10,4678
71875095493597,pht,11,4606
71875095496308,pht,12,4244
71875095498737,pht,13,3786
71875095501369,pht,14,4170
71875095503770,pht,15,3824
71875095506300,pht,16,4128
71875095508733,pht,17,3846
71875095511198,pht,18,3906
71875095513793,pht,19,4070
71875095516329,pht,20,3908
71875095518919,pht,21,4114
71875095521437,pht,22,4000
71875095523973,pht,23,3988
71875095526642,pht,24,4212
71875095529158,pht,25,4098
71875095531560,pht,26,3876
71875095534104,pht,27,4018
71875095536756,pht,28,4306
71875095539375,pht,29,4146
71875095541972,pht,30,4240
71875095544509,pht,31,3876
71875095547070,pht,32,3938
71875095549568,pht,33,3996
71875095552093,pht,34,3994
71875095554677,pht,35,4126
71875095557258,pht,36,4218
71875095559872,pht,37,4132
71875095562376,pht,38,3912
71875095565005,pht,39,4040
71875095567650,pht,40,4074
71875095570192,pht,41,3880
71875095572684,pht,42,3840
71875095575280,pht,43,4138
71875095577813,pht,44,4052
71875095580082,pht,45,3750
71875095582573,pht,46,4026
71875095584891,pht,47,3800
71875095587388,pht,48,3964
71875095589802,pht,49,3864
71875095592136,pht,50,3808
71875095594647,pht,51,3860
71875095597090,pht,52,3818
71875095599550,pht,53,3944
71875095602054,pht,54,4008
71875095604492,pht,55,3802
71875095607063,pht,56,4088
71875095609584,pht,57,3966
71875095612019,pht,58,3798
71875095614585,pht,59,4042
71875095617137,pht,60,4068
71875095619609,pht,61,4010
71875095622135,pht,62,3932
71875095624656,pht,63,3838
71875095627138,pht,64,3800
71875095629686,pht,65,4102
71875095632107,pht,66,3790
71875095634732,pht,67,4008
71875095637255,pht,68,3948
71875095639720,pht,69,3832
71875095642137,pht,70,3872
71875095644539,pht,71,3908
