ts_ns,freq_khz
1762975266497960472,2000000
1762975266518208722,2000000
1762975266538395974,2000000
1762975266558599403,1992292
1762975266578809696,2000000
1762975266598977702,2000000
1762975266619165286,2000000
1762975266639424987,2000000
1762975266659592493,2000000
