ts_ns,freq_khz
1762975212771567307,1999979
1762975212791748674,2000020
1762975212811836413,2000000
1762975212831918958,2000020
1762975212852003098,1999959
1762975212872088951,1999959
1762975212892210220,1999979
1762975212912357914,2005102
1762975212932437648,2000000
