ts_ns,freq_khz
1762975271212440383,1993865
1762975271232636002,2004555
1762975271252733096,1995485
1762975271272813989,1975206
1762975271292897171,1957216
1762975271312982759,2000000
1762975271333094943,1994134
1762975271353278381,1994936
1762975271373437221,2000000
